epoch,train_loss,train_acc,val_loss,val_acc,memory_usage (MiB)
103,0.241074747,91.27,0.47676526,86.33,908.6904297
104,0.235643361,91.54,0.498818685,86,908.6904297
105,0.237229864,91.558,0.525443795,85.79,908.6904297
106,0.225169567,91.906,0.50038432,86.43,908.6904297
107,0.227614618,91.806,0.502216011,86.11,908.6904297
108,0.219895715,92.1,0.501568047,86.08,908.6904297
109,0.221427981,91.942,0.484492456,86.4,908.6904297
110,0.217693674,92.25,0.537513721,86.1,908.6904297
111,0.215586165,92.322,0.529401898,86.17,908.6904297
112,0.209785762,92.624,0.519127695,86.19,908.6904297
113,0.209610661,92.47,0.520448317,86.42,908.6904297
114,0.203758145,92.622,0.517945231,86.21,908.6904297
115,0.204035365,92.634,0.509459401,86.13,908.6904297
116,0.19830223,92.932,0.514442863,86.44,908.6904297
117,0.201201575,92.788,0.511439642,86.32,908.6904297
118,0.195566408,92.926,0.520181338,86.19,908.6904297
119,0.190588597,93.074,0.491404269,86.51,908.6904297
120,0.191340741,93.006,0.530197361,86.16,908.6904297
121,0.184730067,93.406,0.535582908,86.67,908.6904297
122,0.185336835,93.28,0.5492333,86.56,908.6904297
123,0.17989401,93.634,0.521295951,86.35,908.6904297
124,0.179171416,93.472,0.509872962,87.01,908.6904297
125,0.176415358,93.606,0.538759379,86.59,908.6904297
126,0.176068134,93.652,0.508637096,86.96,908.6904297
127,0.165605136,93.952,0.529771592,86.71,908.6904297
128,0.167044999,94.04,0.526953609,87.03,908.6904297
129,0.164092497,94.066,0.525096878,86.87,908.6904297
130,0.16780339,94.072,0.527040942,86.8,908.6904297
131,0.162450549,94.054,0.50304511,86.88,908.6904297
132,0.155970021,94.462,0.536627499,86.5,908.6904297
133,0.158270459,94.226,0.539068204,86.88,908.6904297
134,0.153899264,94.47,0.547158547,86.84,908.6904297
135,0.157377893,94.376,0.536273217,86.64,908.6904297
136,0.146498753,94.752,0.545990768,87.03,908.6904297
137,0.145344875,94.788,0.552780723,86.67,908.6904297
138,0.14381741,94.968,0.552919913,86.68,908.6904297
139,0.14401344,94.694,0.56687794,86.66,908.6904297
140,0.142786052,94.858,0.597478852,86.36,908.6904297
141,0.137280942,95.042,0.60695601,86.19,908.6904297
142,0.133617965,95.218,0.566136069,86.46,908.6904297
143,0.141371621,95.026,0.594877958,86.49,908.6904297
144,0.131861383,95.254,0.568424632,87.2,908.6904297
145,0.131061701,95.208,0.550613573,87.36,908.6904297
146,0.131111957,95.186,0.550878167,87.13,908.6904297
147,0.131325488,95.28,0.547294098,87.54,908.6904297
148,0.123137205,95.654,0.578468379,86.77,908.6904297
149,0.127669477,95.444,0.576599622,87.01,908.6904297
150,0.122845083,95.58,0.575606944,87.24,908.6904297
151,0.121163958,95.658,0.584907374,87.04,908.6904297
152,0.122118844,95.548,0.581012303,87.05,908.6904297
153,0.115728088,95.788,0.605223693,86.78,908.6904297
154,0.119582677,95.696,0.574673094,87.4,908.6904297
155,0.114012731,95.782,0.572806346,87.21,908.6904297
156,0.112222262,95.916,0.596826607,87.14,908.6904297
157,0.114615737,95.838,0.578311443,87.29,908.6904297
158,0.113987345,95.93,0.594010427,87.26,908.6904297
159,0.109557657,96.114,0.596384031,87.1,908.6904297
160,0.108157437,96.088,0.575564668,87.25,908.6904297
161,0.107463377,96.108,0.570077898,87.51,908.6904297
162,0.104573793,96.152,0.589112558,87.48,908.6904297
163,0.104278998,96.282,0.610967735,87.08,908.6904297
164,0.102845473,96.278,0.605826635,87.37,908.6904297
165,0.09996502,96.446,0.606781701,87.26,908.6904297
166,0.099705889,96.488,0.600357407,87.49,908.6904297
167,0.099609957,96.432,0.596541965,87.04,908.6904297
168,0.098211129,96.43,0.588803392,87.34,908.6904297
169,0.09098492,96.83,0.598789361,87.7,908.6904297
170,0.093369655,96.712,0.59807811,87.14,908.6904297
171,0.093479697,96.658,0.620534729,87.41,908.6904297
172,0.089048052,96.734,0.628420067,87.06,908.6904297
173,0.089392224,96.76,0.625531877,87.1,908.6904297
174,0.08921928,96.82,0.614370816,87.12,908.6904297
175,0.085219656,96.986,0.608354796,87.42,908.6904297
176,0.088640901,96.888,0.62304589,87.46,908.6904297
177,0.088259417,96.83,0.595430974,87.34,908.6904297
178,0.083870786,97.044,0.596868754,87.62,908.6904297
179,0.085351787,96.938,0.625190928,87.37,908.6904297
180,0.08390212,96.962,0.633164483,87.48,908.6904297
181,0.078987784,97.16,0.614316823,87.73,908.6904297
182,0.082369077,97.06,0.626624938,87.45,908.6904297
183,0.079005332,97.206,0.603720158,87.56,908.6904297
184,0.079305137,97.132,0.612110648,87.97,908.6904297
185,0.074589227,97.294,0.626183656,87.31,908.6904297
186,0.074862188,97.268,0.611208646,87.59,908.6904297
187,0.073015155,97.494,0.651550613,87.41,908.6904297
188,0.072576421,97.454,0.619120067,87.51,908.6904297
189,0.073618239,97.422,0.637242494,87.95,908.6904297
190,0.06956807,97.496,0.647745267,87.31,908.6904297
191,0.070157703,97.508,0.649143365,87.85,908.6904297
192,0.067065439,97.59,0.662446077,87.63,908.6904297
193,0.070329605,97.46,0.642532812,87.56,908.6904297
194,0.067343847,97.59,0.670211518,87.37,908.6904297
195,0.068897748,97.544,0.648949778,87.45,908.6904297
196,0.06826768,97.602,0.643396223,87.99,908.6904297
197,0.06251938,97.76,0.662218574,87.72,908.6904297
198,0.068260223,97.572,0.641716318,87.96,908.6904297
199,0.063753711,97.69,0.679035863,87.19,908.6904297
200,0.064666823,97.704,0.636642018,88.01,908.6904297
201,0.061108424,97.892,0.67933645,87.53,908.6904297
202,0.059950349,97.856,0.671896986,87.6,908.6904297
203,0.058077326,97.938,0.665626542,87.79,908.6904297
204,0.057763653,98.012,0.649129658,88.22,908.6904297
205,0.061770588,97.764,0.668562102,87.42,908.6904297
206,0.060384884,97.832,0.655728894,87.99,908.6904297
207,0.061034611,97.786,0.656048373,88.03,908.6904297
208,0.057248872,97.966,0.646340791,88.15,908.6904297
209,0.056117733,98.02,0.647193151,88.14,908.6904297
210,0.053446874,98.122,0.684179713,87.41,908.6904297
211,0.053632286,98.136,0.673184792,87.77,908.6904297
212,0.052296494,98.156,0.71914442,86.88,908.6904297
213,0.054227659,98.094,0.689704604,87.79,908.6904297
214,0.052415402,98.208,0.679123323,87.73,908.6904297
215,0.052992706,98.194,0.660508795,87.96,908.6904297
216,0.051678545,98.116,0.673436872,87.89,908.6904297
217,0.050977553,98.152,0.651450505,88.13,908.6904297
218,0.049202206,98.31,0.672367802,88.02,908.6904297
219,0.046584136,98.424,0.666571522,88.21,908.6904297
220,0.050177274,98.26,0.6850692,87.82,908.6904297
221,0.048225683,98.312,0.70312387,87.81,908.6904297
222,0.048545238,98.282,0.687877741,87.57,908.6904297
223,0.046099488,98.404,0.697474345,87.83,908.6904297
224,0.048979384,98.326,0.732310676,87.41,908.6904297
225,0.046710687,98.354,0.718413121,87.8,908.6904297
226,0.045231016,98.414,0.692145249,88.04,908.6904297
227,0.043602081,98.514,0.705541125,87.67,908.6904297
228,0.045803093,98.428,0.707812711,87.87,908.6904297
229,0.043053161,98.53,0.717476999,87.6,908.6904297
230,0.042510807,98.492,0.686827487,88.32,908.6904297
231,0.045527742,98.392,0.680287093,88.01,908.6904297
232,0.042454722,98.504,0.70001469,87.93,908.6904297
233,0.038228682,98.684,0.714969882,88,908.6904297
234,0.042382411,98.522,0.722171222,87.68,908.6904297
235,0.040793482,98.556,0.702527257,88.18,908.6904297
236,0.03894367,98.648,0.712071265,88.13,908.6904297
237,0.039176015,98.632,0.704534751,88.22,908.6904297
238,0.035711475,98.7,0.701897754,88.28,908.6904297
239,0.037214018,98.662,0.706587937,88.16,908.6904297
240,0.03792254,98.708,0.717401393,88.15,908.6904297
241,0.035634198,98.766,0.738504003,87.83,908.6904297
242,0.035116817,98.762,0.729396235,88.02,908.6904297
243,0.03626677,98.734,0.71320925,88.33,908.6904297
244,0.035928984,98.762,0.736559857,88.15,908.6904297
245,0.035001472,98.776,0.710557568,88.35,908.6904297
246,0.035405287,98.75,0.717233164,87.96,908.6904297
247,0.03362141,98.82,0.72036757,88.49,908.6904297
248,0.033088936,98.79,0.728236436,88.38,908.6904297
249,0.032507351,98.886,0.740195547,88.16,908.6904297
250,0.032653308,98.89,0.745582664,88.11,908.6904297
251,0.034040858,98.842,0.732679628,88.41,908.6904297
252,0.033497951,98.856,0.713982556,88.46,908.6904297
253,0.032169462,98.918,0.735603263,88.12,908.6904297
254,0.032042854,98.902,0.721674059,88.31,908.6904297
255,0.029942831,98.924,0.736383016,88.16,908.6904297
256,0.028253513,98.996,0.735442827,88.35,908.6904297
257,0.031167734,98.904,0.741287701,88.19,908.6904297
258,0.030459791,98.934,0.732138705,88.29,908.6904297
259,0.028425244,99.018,0.740406795,88.42,908.6904297
260,0.030715501,98.942,0.747864088,87.8,908.6904297
261,0.027543411,99.026,0.779165967,88.07,908.6904297
262,0.028377745,99.032,0.748389224,88.21,908.6904297
263,0.026596212,99.018,0.746668883,88.48,908.6904297
264,0.027721858,99.008,0.77847373,87.81,908.6904297
265,0.027979275,99.022,0.763203357,88.04,908.6904297
266,0.025919412,99.138,0.782457156,87.98,908.6904297
267,0.024339429,99.182,0.751031887,88.42,908.6904297
268,0.024371896,99.16,0.779285487,88.41,908.6904297
269,0.024749576,99.132,0.77658182,88.07,908.6904297
270,0.025911998,99.078,0.771641282,88.24,908.6904297
271,0.025255534,99.112,0.753427338,88.53,908.6904297
272,0.023110708,99.202,0.779974044,88.29,908.6904297
273,0.02262612,99.256,0.777175184,88.25,908.6904297
274,0.021908769,99.258,0.773326754,88.4,908.6904297
275,0.023981363,99.166,0.764728869,88.37,908.6904297
276,0.023492251,99.248,0.798297352,88.03,908.6904297
277,0.023204153,99.172,0.776783582,88.5,908.6904297
278,0.022219249,99.262,0.790658628,88.26,908.6904297
279,0.022487818,99.234,0.793691472,88.31,908.6904297
280,0.022457257,99.232,0.780073726,88.14,908.6904297
281,0.021985924,99.256,0.762130099,88.46,908.6904297
282,0.022774834,99.196,0.780819857,88.37,908.6904297
283,0.020928214,99.258,0.808360169,88.25,908.6904297
284,0.021972588,99.24,0.792828934,88.32,908.6904297
285,0.019869566,99.322,0.806242094,88.19,908.6904297
286,0.019989963,99.312,0.795052742,88.35,908.6904297
287,0.020231026,99.274,0.792305648,88.07,908.6904297
288,0.019258829,99.358,0.800749549,88.34,908.6904297
289,0.018916947,99.346,0.797492452,88.41,908.6904297
290,0.018816523,99.352,0.807211258,88.49,908.6904297
291,0.01649418,99.436,0.829665505,88.08,908.6904297
292,0.018166869,99.366,0.799276121,88.33,908.6904297
293,0.019996513,99.314,0.797789963,88.58,908.6904297
294,0.018836694,99.306,0.780936711,88.57,908.6904297
295,0.015842239,99.42,0.788913907,88.77,908.6904297
296,0.01610191,99.46,0.808885537,88.58,908.6904297
297,0.021159199,99.256,0.803126647,88.51,908.6904297
298,0.018236495,99.372,0.78739725,88.45,908.6904297
299,0.017287503,99.382,0.805357487,88.53,908.6904297
300,0.015972077,99.45,0.803191135,88.76,908.6904297
301,0.01518735,99.47,0.817090537,88.57,908.6904297
302,0.0172253,99.436,0.786143544,88.87,908.6904297
303,0.016910209,99.424,0.803886998,88.54,908.6904297
304,0.016141468,99.44,0.799841814,88.58,908.6904297
305,0.015376699,99.498,0.788224444,88.81,908.6904297
306,0.015157453,99.494,0.80474229,88.64,908.6904297
307,0.015515905,99.46,0.808468859,88.53,908.6904297
308,0.014278579,99.484,0.806359468,88.97,908.6904297
309,0.014866934,99.466,0.818754231,88.52,908.6904297
310,0.014073878,99.466,0.810672135,88.75,908.6904297
311,0.014390389,99.54,0.809074707,88.81,908.6904297
312,0.01491278,99.514,0.809652766,88.71,908.6904297
313,0.014765599,99.51,0.830208209,88.36,908.6904297
314,0.013730104,99.49,0.820657873,88.66,908.6904297
315,0.01309994,99.54,0.84078173,88.6,908.6904297
316,0.012955267,99.55,0.827692551,88.39,908.6904297
317,0.0118157,99.602,0.826722495,88.75,908.6904297
318,0.013028827,99.494,0.827527358,88.65,908.6904297
319,0.011802132,99.626,0.837934956,88.63,908.6904297
320,0.012159122,99.582,0.831206701,88.65,908.6904297
321,0.011842496,99.598,0.852613856,88.47,908.6904297
322,0.012182949,99.59,0.844845279,88.57,908.6904297
323,0.010913727,99.624,0.854375202,88.54,908.6904297
324,0.012137558,99.596,0.844259216,88.77,908.6904297
325,0.01274386,99.568,0.854583442,88.45,908.6904297
326,0.012956061,99.572,0.853191836,88.61,908.6904297
327,0.012662459,99.572,0.853339231,88.51,908.6904297
328,0.012053711,99.57,0.842498012,88.77,908.6904297
329,0.011358088,99.644,0.849381355,88.74,908.6904297
330,0.011812218,99.562,0.85504535,88.52,908.6904297
331,0.010866579,99.624,0.856892506,88.52,908.6904297
332,0.010888629,99.626,0.857534737,88.56,908.6904297
333,0.010837504,99.634,0.853311427,88.62,908.6904297
334,0.010465098,99.648,0.860442445,88.54,908.6904297
335,0.009442317,99.674,0.862042924,88.66,908.6904297
336,0.010803474,99.626,0.871365722,88.58,908.6904297
337,0.010517987,99.624,0.866697416,88.67,908.6904297
338,0.011180241,99.612,0.881826599,88.53,908.6904297
339,0.010126834,99.648,0.867413309,88.65,908.6904297
340,0.010901311,99.642,0.870151802,88.73,908.6904297
341,0.010858809,99.622,0.87266818,88.5,908.6904297
342,0.010375586,99.638,0.867075641,88.6,908.6904297
343,0.011019612,99.64,0.865924765,88.66,908.6904297
344,0.009654719,99.67,0.858509009,88.72,908.6904297
345,0.009722035,99.664,0.867109219,88.89,908.6904297
346,0.00925728,99.676,0.87364343,88.86,908.6904297
347,0.00863416,99.718,0.866915496,88.79,908.6904297
348,0.00996856,99.684,0.869746226,88.71,908.6904297
349,0.009331598,99.664,0.869752648,88.85,908.6904297
350,0.008314212,99.708,0.863072276,88.84,908.6904297
351,0.009625894,99.676,0.861748329,88.95,908.6904297
352,0.009753885,99.704,0.875889905,88.56,908.6904297
353,0.010593342,99.644,0.855172765,88.84,908.6904297
354,0.008575276,99.718,0.864506364,88.75,908.6904297
355,0.009561606,99.694,0.858449326,88.8,908.6904297
356,0.009001634,99.668,0.86376478,88.76,908.6904297
357,0.008630209,99.696,0.875434483,88.66,908.6904297
358,0.008764753,99.69,0.867271901,88.84,908.6904297
359,0.008561139,99.7,0.868782582,88.78,908.6904297
360,0.009177251,99.696,0.866661139,88.77,908.6904297
361,0.008097339,99.748,0.870135759,88.8,908.6904297
362,0.009082306,99.708,0.877390444,88.73,908.6904297
363,0.009067577,99.702,0.870624315,88.79,908.6904297
364,0.008280149,99.71,0.872535601,88.89,908.6904297
365,0.008210484,99.732,0.877649752,88.84,908.6904297
366,0.007701686,99.746,0.876023306,88.78,908.6904297
367,0.009053865,99.71,0.873503043,88.76,908.6904297
368,0.008433964,99.716,0.877194216,88.76,908.6904297
369,0.007434157,99.74,0.874993027,88.76,908.6904297
370,0.007437428,99.746,0.873344272,88.77,908.6904297
371,0.008674302,99.706,0.873548549,88.83,908.6904297
372,0.007815495,99.75,0.874427308,88.84,908.6904297
373,0.008024775,99.728,0.875709499,88.76,908.6904297
374,0.008208954,99.744,0.872975366,88.9,908.6904297
375,0.008355472,99.724,0.869279157,88.82,908.6904297
376,0.007911684,99.748,0.872323088,88.84,908.6904297
377,0.007393617,99.776,0.871599844,88.88,908.6904297
378,0.007231519,99.766,0.871776275,88.89,908.6904297
379,0.00820204,99.734,0.873210484,88.84,908.6904297
380,0.007365454,99.736,0.874892878,88.79,908.6904297
381,0.007409644,99.752,0.877621269,88.82,908.6904297
382,0.007164163,99.756,0.874548807,88.81,908.6904297
383,0.007594503,99.754,0.876480121,88.88,908.6904297
384,0.0074185,99.766,0.877537167,88.87,908.6904297
385,0.007354389,99.748,0.876408764,88.83,908.6904297
386,0.00753086,99.756,0.876931626,88.86,908.6904297
387,0.007548865,99.76,0.876443214,88.81,908.6904297
388,0.007954437,99.718,0.876595683,88.82,908.6904297
389,0.007870896,99.756,0.876305739,88.87,908.6904297
390,0.008321053,99.75,0.876449907,88.87,908.6904297
391,0.007897584,99.728,0.877196072,88.87,908.6904297
392,0.008122633,99.714,0.877462022,88.84,908.6904297
393,0.007888625,99.726,0.877321191,88.84,908.6904297
394,0.007264809,99.764,0.877450834,88.83,908.6904297
395,0.00803552,99.732,0.87722676,88.82,908.6904297
396,0.00752618,99.734,0.877193405,88.81,908.6904297
397,0.006555398,99.772,0.877148083,88.82,908.6904297
398,0.009231714,99.714,0.877041596,88.81,908.6904297
399,0.007469115,99.732,0.877031525,88.81,908.6904297
,,,,,
Best accuracy: 88.9700,,,,,
Max memory usage: 908.69 MiB,,,,,
Total memory usage: 363476.17 MiB,,,,,
vit_bdia,,,,,
